,Entity,Code,Year,doc
1424,Germany,DEU,2015,4.191
1425,Ghana,GHA,1960,0.047
1426,Ghana,GHA,1965,0.073
1427,Ghana,GHA,1970,0.078
1428,Ghana,GHA,1975,0.078
1429,Ghana,GHA,1984,0.067
1430,Ghana,GHA,1987,0.049
1431,Ghana,GHA,1989,0.043
1432,Ghana,GHA,1996,0.062
1433,Ghana,GHA,2002,0.09
1434,Ghana,GHA,2004,0.155
1435,Ghana,GHA,2007,0.07400000000000001
1436,Ghana,GHA,2008,0.11199999999999999
1437,Ghana,GHA,2009,0.086
1438,Ghana,GHA,2010,0.096
1439,Greece,GRC,1960,1.3
1440,Greece,GRC,1961,1.2
1441,Greece,GRC,1962,1.3
1442,Greece,GRC,1963,1.3
1443,Greece,GRC,1964,1.4
1444,Greece,GRC,1965,1.4
1445,Greece,GRC,1966,1.4
1446,Greece,GRC,1967,1.5
1447,Greece,GRC,1968,1.5
1448,Greece,GRC,1969,1.6
1449,Greece,GRC,1970,1.6
1450,Greece,GRC,1971,1.7
1451,Greece,GRC,1972,1.7
1452,Greece,GRC,1973,1.9
1453,Greece,GRC,1974,2.0
1454,Greece,GRC,1975,2.0
1455,Greece,GRC,1976,2.1
1456,Greece,GRC,1977,2.2
1457,Greece,GRC,1978,2.3
1458,Greece,GRC,1979,2.3
1459,Greece,GRC,1980,2.4
1460,Greece,GRC,1981,2.5
1461,Greece,GRC,1982,2.6
1462,Greece,GRC,1983,2.8
1463,Greece,GRC,1984,2.9
1464,Greece,GRC,1985,2.9
1465,Greece,GRC,1986,3.1
1466,Greece,GRC,1987,3.3
1467,Greece,GRC,1988,3.2
1468,Greece,GRC,1989,3.3
1469,Greece,GRC,1990,3.4
1470,Greece,GRC,1991,3.6
1471,Greece,GRC,1992,3.7
1472,Greece,GRC,1993,3.8
1473,Greece,GRC,1994,3.8
1474,Greece,GRC,1995,3.9
1475,Greece,GRC,1996,3.9
1476,Greece,GRC,1997,4.0
1477,Greece,GRC,1998,4.1
1478,Greece,GRC,1999,4.2
1479,Greece,GRC,2000,4.3
1480,Greece,GRC,2001,4.38
1481,Greece,GRC,2005,5.0
1482,Greece,GRC,2006,5.35
1483,Greece,GRC,2008,6.042999999999999
1484,Greece,GRC,2010,6.197
1485,Greece,GRC,2011,6.226
1486,Greece,GRC,2012,6.23
1487,Greece,GRC,2013,6.231
1488,Greece,GRC,2014,6.255
1588,Hong Kong,HKG,1960,0.327
1589,Hong Kong,HKG,1965,0.396
1590,Hong Kong,HKG,1970,0.6629999999999999
1591,Hong Kong,HKG,1975,0.672
1592,Hong Kong,HKG,1980,0.826
1593,Hong Kong,HKG,1986,0.932
1594,Hong Kong,HKG,1993,1.204
1595,Hong Kong,HKG,1994,1.271
1596,Hong Kong,HKG,1995,1.319
1597,Hungary,HUN,1960,1.5
1598,Hungary,HUN,1961,1.6
1599,Hungary,HUN,1962,1.7
1600,Hungary,HUN,1963,1.7
1601,Hungary,HUN,1964,1.8
1602,Hungary,HUN,1965,1.9
1603,Hungary,HUN,1966,1.9
1604,Hungary,HUN,1967,2.0
1605,Hungary,HUN,1968,1.9
1606,Hungary,HUN,1969,2.0
1607,Hungary,HUN,1970,2.0
1608,Hungary,HUN,1971,2.1
1609,Hungary,HUN,1972,2.1
1610,Hungary,HUN,1973,2.2
1611,Hungary,HUN,1974,2.2
1612,Hungary,HUN,1975,2.2
1613,Hungary,HUN,1976,2.3
1614,Hungary,HUN,1977,2.3
1615,Hungary,HUN,1978,2.4
1616,Hungary,HUN,1979,2.5
1617,Hungary,HUN,1980,2.3
1618,Hungary,HUN,1981,2.3
1619,Hungary,HUN,1982,2.4
1620,Hungary,HUN,1983,2.4
1621,Hungary,HUN,1984,2.5
1622,Hungary,HUN,1985,2.5
1623,Hungary,HUN,1986,2.6
1624,Hungary,HUN,1987,2.7
1625,Hungary,HUN,1988,2.7
1626,Hungary,HUN,1989,2.7
1627,Hungary,HUN,1990,3.1660000000000004
1628,Hungary,HUN,1991,3.265
1629,Hungary,HUN,1992,3.333
1630,Hungary,HUN,1993,3.29
1631,Hungary,HUN,1994,3.342
1632,Hungary,HUN,1995,3.346
1633,Hungary,HUN,1996,3.389
1634,Hungary,HUN,1997,3.4410000000000003
1635,Hungary,HUN,1998,3.515
1636,Hungary,HUN,1999,3.549
1637,Hungary,HUN,2002,3.668
1638,Hungary,HUN,2003,3.7710000000000004
1639,Hungary,HUN,2004,3.843
1640,Hungary,HUN,2005,3.225
1641,Hungary,HUN,2006,3.5
1642,Hungary,HUN,2007,3.2
1643,Hungary,HUN,2008,3.591
1644,Hungary,HUN,2009,3.5069999999999997
1645,Hungary,HUN,2010,2.864
1646,Hungary,HUN,2011,2.9530000000000003
1647,Hungary,HUN,2012,3.077
1648,Hungary,HUN,2013,3.199
1649,Hungary,HUN,2014,3.3160000000000003
1650,Hungary,HUN,2015,3.093
1666,Iceland,ISL,1960,1.2
1667,Iceland,ISL,1961,1.2
1668,Iceland,ISL,1962,1.2
1669,Iceland,ISL,1963,1.2
1670,Iceland,ISL,1964,1.2
1671,Iceland,ISL,1965,1.2
1672,Iceland,ISL,1966,1.2
1673,Iceland,ISL,1967,1.2
1674,Iceland,ISL,1968,1.3
1675,Iceland,ISL,1969,1.3
1676,Iceland,ISL,1970,1.4
1677,Iceland,ISL,1971,1.5
1678,Iceland,ISL,1972,1.6
1679,Iceland,ISL,1973,1.6
1680,Iceland,ISL,1974,1.7
1681,Iceland,ISL,1975,1.8
1682,Iceland,ISL,1976,1.9
1683,Iceland,ISL,1977,1.9
1684,Iceland,ISL,1978,2.0
1685,Iceland,ISL,1979,2.0
1686,Iceland,ISL,1980,2.1
1687,Iceland,ISL,1981,2.2
1688,Iceland,ISL,1982,2.3
1689,Iceland,ISL,1983,2.3
1690,Iceland,ISL,1984,2.4
1691,Iceland,ISL,1985,2.6
1692,Iceland,ISL,1986,2.6
1693,Iceland,ISL,1987,2.7
1694,Iceland,ISL,1988,2.7
1695,Iceland,ISL,1989,2.8
1696,Iceland,ISL,1990,2.8
1697,Iceland,ISL,1991,2.8
1698,Iceland,ISL,1992,3.0
1699,Iceland,ISL,1993,3.0
1700,Iceland,ISL,1994,3.0
1701,Iceland,ISL,1995,3.0
1702,Iceland,ISL,1996,3.1
1703,Iceland,ISL,1997,3.3
1704,Iceland,ISL,1998,3.3
1705,Iceland,ISL,1999,3.4
1706,Iceland,ISL,2000,3.4419999999999997
1707,Iceland,ISL,2001,3.485
1708,Iceland,ISL,2002,3.5869999999999997
1709,Iceland,ISL,2003,3.613
1710,Iceland,ISL,2004,3.603
1711,Iceland,ISL,2005,3.6060000000000003
1712,Iceland,ISL,2006,3.633
1713,Iceland,ISL,2007,3.69
1714,Iceland,ISL,2008,3.735
1715,Iceland,ISL,2009,3.713
1716,Iceland,ISL,2010,3.591
1717,Iceland,ISL,2011,3.483
1718,Iceland,ISL,2012,3.531
1719,Iceland,ISL,2013,3.59
1720,Iceland,ISL,2014,3.645
1721,Iceland,ISL,2015,3.7910000000000004
1722,India,IND,1960,0.21
1723,India,IND,1965,0.205
1724,India,IND,1970,0.205
1725,India,IND,1975,0.204
1726,India,IND,1980,0.371
1727,India,IND,1981,0.27
1728,India,IND,1984,0.396
1729,India,IND,1988,0.40700000000000003
1730,India,IND,1991,1.225
1731,India,IND,1992,0.48
1732,India,IND,1993,0.40700000000000003
1733,India,IND,1998,0.513
1734,India,IND,2000,0.527
1735,India,IND,2001,0.5379999999999999
1736,India,IND,2002,0.557
1737,India,IND,2003,0.564
1738,India,IND,2004,0.573
1739,India,IND,2005,0.5770000000000001
1740,India,IND,2006,0.5870000000000001
1741,India,IND,2007,0.6
1742,India,IND,2008,0.615
1743,India,IND,2009,0.624
1744,India,IND,2010,0.6629999999999999
1745,India,IND,2011,0.7390000000000001
1746,India,IND,2012,0.6990000000000001
1747,India,IND,2014,0.725
1748,India,IND,2016,0.758
1749,Indonesia,IDN,1960,0.021
1750,Indonesia,IDN,1965,0.032
1751,Indonesia,IDN,1970,0.037000000000000005
1752,Indonesia,IDN,1975,0.037000000000000005
1753,Indonesia,IDN,1979,0.085
1754,Indonesia,IDN,1981,0.08
1755,Indonesia,IDN,1983,0.106
1756,Indonesia,IDN,1989,0.142
1757,Indonesia,IDN,1990,0.14400000000000002
1758,Indonesia,IDN,1991,0.14800000000000002
1759,Indonesia,IDN,1993,0.057999999999999996
1760,Indonesia,IDN,1994,0.16
1761,Indonesia,IDN,2000,0.162
1762,Indonesia,IDN,2003,0.134
1763,Indonesia,IDN,2006,0.13
1764,Indonesia,IDN,2007,0.28800000000000003
1765,Indonesia,IDN,2009,0.145
1766,Indonesia,IDN,2010,0.14
1767,Indonesia,IDN,2012,0.201
1768,Iran,IRN,1960,0.244
1769,Iran,IRN,1965,0.257
1770,Iran,IRN,1970,0.306
1771,Iran,IRN,1981,0.33799999999999997
1772,Iran,IRN,1986,0.34700000000000003
1773,Iran,IRN,1987,0.376
1774,Iran,IRN,1988,0.318
1775,Iran,IRN,1993,0.318
1776,Iran,IRN,1996,0.85
1777,Iran,IRN,1998,1.0490000000000002
1778,Iran,IRN,2004,0.877
1779,Iran,IRN,2005,0.882
1780,Iran,IRN,2010,0.89
1781,Iran,IRN,2014,1.4909999999999999
1798,Ireland,IRL,1992,2.0
1799,Ireland,IRL,1993,2.0
1800,Ireland,IRL,1994,2.0
1801,Ireland,IRL,1995,2.1
1802,Ireland,IRL,1996,2.1
1803,Ireland,IRL,1997,2.1
1804,Ireland,IRL,1998,2.2
1805,Ireland,IRL,1999,2.3
1806,Ireland,IRL,2000,2.2
1807,Ireland,IRL,2001,2.4
1808,Ireland,IRL,2002,2.4
1809,Ireland,IRL,2003,2.6
1810,Ireland,IRL,2004,2.786
1811,Ireland,IRL,2006,2.94
1812,Ireland,IRL,2007,3.08
1813,Ireland,IRL,2008,3.187
1814,Ireland,IRL,2011,2.625
1815,Ireland,IRL,2012,2.667
1816,Ireland,IRL,2013,2.647
1817,Ireland,IRL,2014,2.7769999999999997
1818,Ireland,IRL,2015,2.8680000000000003
1819,Ireland,IRL,2016,2.9610000000000003
1827,Israel,ISR,1960,2.472
1828,Israel,ISR,1965,2.5
1829,Israel,ISR,1970,2.8810000000000002
1830,Israel,ISR,1971,2.9739999999999998
1831,Israel,ISR,1972,3.156
1832,Israel,ISR,1973,3.304
1833,Israel,ISR,1979,2.694
1834,Israel,ISR,1980,3.094
1835,Israel,ISR,1981,3.167
1836,Israel,ISR,1982,3.214
1837,Israel,ISR,1983,3.323
1838,Israel,ISR,1984,3.353
1839,Israel,ISR,1985,3.215
1840,Israel,ISR,1986,3.2
1841,Israel,ISR,1987,3.207
1842,Israel,ISR,1988,3.21
1843,Israel,ISR,1989,3.195
1844,Israel,ISR,1990,3.207
1845,Israel,ISR,1991,3.303
1846,Israel,ISR,1992,3.657
1847,Israel,ISR,1993,3.696
1848,Israel,ISR,1994,3.7310000000000003
1849,Israel,ISR,1995,4.857
1850,Israel,ISR,1996,3.766
1851,Israel,ISR,1997,3.793
1852,Israel,ISR,1998,3.775
1853,Israel,ISR,1999,3.915
1854,Israel,ISR,2000,3.766
1855,Israel,ISR,2001,3.91
1856,Israel,ISR,2003,3.82
1857,Israel,ISR,2006,3.67
1858,Israel,ISR,2007,3.633
1859,Israel,ISR,2010,3.4139999999999997
1860,Israel,ISR,2011,3.345
1861,Israel,ISR,2012,3.344
1862,Israel,ISR,2013,3.5389999999999997
1863,Israel,ISR,2014,3.6189999999999998
1864,Israel,ISR,2015,3.576
1865,Italy,ITA,1993,3.8
1866,Italy,ITA,1994,3.7
1867,Italy,ITA,1995,3.9
1868,Italy,ITA,1996,4.1
1869,Italy,ITA,1997,4.0
1870,Italy,ITA,1998,4.1
1871,Italy,ITA,1999,4.2
1872,Italy,ITA,2000,4.2
1873,Italy,ITA,2001,4.4
1874,Italy,ITA,2002,4.4
1875,Italy,ITA,2003,4.1
1876,Italy,ITA,2004,4.203
1877,Italy,ITA,2006,3.7
1878,Italy,ITA,2008,4.242
1879,Italy,ITA,2009,3.802
1880,Italy,ITA,2012,3.861
1881,Italy,ITA,2013,3.93
1882,Italy,ITA,2014,3.945
1883,Italy,ITA,2015,3.898
1884,Italy,ITA,2016,4.021
1903,Japan,JPN,1960,1.0
1904,Japan,JPN,1961,1.0
1905,Japan,JPN,1962,1.0
1906,Japan,JPN,1963,1.0
1907,Japan,JPN,1964,1.0
1908,Japan,JPN,1965,1.0
1909,Japan,JPN,1966,1.0
1910,Japan,JPN,1967,1.0
1911,Japan,JPN,1968,1.0
1912,Japan,JPN,1969,1.1
1913,Japan,JPN,1970,1.1
1914,Japan,JPN,1971,1.1
1915,Japan,JPN,1972,1.1
1916,Japan,JPN,1973,1.1
1917,Japan,JPN,1974,1.1
1918,Japan,JPN,1975,1.1
1919,Japan,JPN,1976,1.1
1920,Japan,JPN,1977,1.2
1921,Japan,JPN,1978,1.2
1922,Japan,JPN,1979,1.2
1923,Japan,JPN,1980,1.3
1924,Japan,JPN,1981,1.3
1925,Japan,JPN,1982,1.4
1926,Japan,JPN,1984,1.4
1927,Japan,JPN,1985,1.5
1928,Japan,JPN,1986,1.5
1929,Japan,JPN,1988,1.6
1930,Japan,JPN,1990,1.733
1931,Japan,JPN,1992,1.784
1932,Japan,JPN,1994,1.858
1933,Japan,JPN,1996,1.93
1934,Japan,JPN,1998,1.985
1935,Japan,JPN,2000,2.035
1936,Japan,JPN,2002,2.081
1937,Japan,JPN,2004,2.133
1938,Japan,JPN,2006,2.186
1939,Japan,JPN,2008,2.252
1940,Japan,JPN,2010,2.227
1941,Japan,JPN,2012,2.2969999999999997
1942,Japan,JPN,2014,2.367
1943,Jordan,JOR,1960,0.34600000000000003
1944,Jordan,JOR,1965,0.37
1945,Jordan,JOR,1970,0.40399999999999997
1946,Jordan,JOR,1975,0.37799999999999995
1947,Jordan,JOR,1980,0.7859999999999999
1948,Jordan,JOR,1981,1.114
1949,Jordan,JOR,1982,1.128
1950,Jordan,JOR,1984,1.159
1951,Jordan,JOR,1991,1.348
1952,Jordan,JOR,1994,1.625
1953,Jordan,JOR,1997,1.66
1954,Jordan,JOR,1998,1.058
1955,Jordan,JOR,1999,2.065
1956,Jordan,JOR,2000,2.008
1957,Jordan,JOR,2001,2.191
1958,Jordan,JOR,2002,2.372
1959,Jordan,JOR,2003,2.454
1960,Jordan,JOR,2004,2.204
1961,Jordan,JOR,2005,2.421
1962,Jordan,JOR,2006,2.4819999999999998
1963,Jordan,JOR,2007,2.653
1964,Jordan,JOR,2008,2.425
1965,Jordan,JOR,2009,2.342
1966,Jordan,JOR,2010,2.487
1967,Jordan,JOR,2013,2.591
1968,Jordan,JOR,2014,2.65
1969,Jordan,JOR,2015,3.426
1970,Kazakhstan,KAZ,1980,3.036
1971,Kazakhstan,KAZ,1981,3.154
1972,Kazakhstan,KAZ,1982,3.253
1973,Kazakhstan,KAZ,1983,3.3960000000000004
1974,Kazakhstan,KAZ,1984,3.531
1975,Kazakhstan,KAZ,1985,3.6289999999999996
1976,Kazakhstan,KAZ,1986,3.7239999999999998
1977,Kazakhstan,KAZ,1987,3.7910000000000004
1978,Kazakhstan,KAZ,1988,3.872
1979,Kazakhstan,KAZ,1989,3.9619999999999997
1980,Kazakhstan,KAZ,1990,3.9760000000000004
1981,Kazakhstan,KAZ,1991,3.839
1982,Kazakhstan,KAZ,1992,3.908
1983,Kazakhstan,KAZ,1993,3.766
1984,Kazakhstan,KAZ,1994,3.6039999999999996
1985,Kazakhstan,KAZ,1995,3.635
1986,Kazakhstan,KAZ,1996,3.639
1987,Kazakhstan,KAZ,1997,3.301
1988,Kazakhstan,KAZ,1998,3.528
1989,Kazakhstan,KAZ,1999,3.201
1990,Kazakhstan,KAZ,2000,3.292
1991,Kazakhstan,KAZ,2001,3.302
1992,Kazakhstan,KAZ,2002,3.612
1993,Kazakhstan,KAZ,2003,3.5389999999999997
1994,Kazakhstan,KAZ,2004,3.6
1995,Kazakhstan,KAZ,2005,3.7
1996,Kazakhstan,KAZ,2006,3.88
1997,Kazakhstan,KAZ,2007,3.877
1998,Kazakhstan,KAZ,2008,3.7
1999,Kazakhstan,KAZ,2009,3.687
2000,Kazakhstan,KAZ,2010,3.5060000000000002
2001,Kazakhstan,KAZ,2011,3.548
2002,Kazakhstan,KAZ,2012,3.489
2003,Kazakhstan,KAZ,2013,3.5010000000000003
2004,Kazakhstan,KAZ,2014,3.2739999999999996
2035,Kuwait,KWT,1960,0.871
2036,Kuwait,KWT,1965,1.263
2037,Kuwait,KWT,1970,0.9540000000000001
2038,Kuwait,KWT,1980,1.6980000000000002
2039,Kuwait,KWT,1981,1.412
2040,Kuwait,KWT,1982,1.62
2041,Kuwait,KWT,1986,1.5659999999999998
2042,Kuwait,KWT,1990,0.183
2043,Kuwait,KWT,1995,1.7830000000000001
2044,Kuwait,KWT,1997,1.89
2045,Kuwait,KWT,2003,1.9
2046,Kuwait,KWT,2004,1.5
2047,Kuwait,KWT,2005,1.8
2048,Kuwait,KWT,2006,1.445
2049,Kuwait,KWT,2007,1.8559999999999999
2050,Kuwait,KWT,2008,1.8459999999999999
2051,Kuwait,KWT,2009,1.8530000000000002
2052,Kuwait,KWT,2010,2.376
2053,Kuwait,KWT,2011,2.4019999999999997
2054,Kuwait,KWT,2012,2.415
2055,Kuwait,KWT,2013,2.4859999999999998
2056,Kuwait,KWT,2014,2.608
2057,Kuwait,KWT,2015,2.608
2120,Latvia,LVA,1980,3.623
2121,Latvia,LVA,1985,4.099
2122,Latvia,LVA,1986,4.077
2123,Latvia,LVA,1987,4.112
2124,Latvia,LVA,1988,4.183
2125,Latvia,LVA,1989,4.162
2126,Latvia,LVA,1990,4.694
2127,Latvia,LVA,1991,4.614
2128,Latvia,LVA,1992,4.098
2129,Latvia,LVA,1993,3.64
2130,Latvia,LVA,1994,3.438
2131,Latvia,LVA,1995,3.3760000000000003
2132,Latvia,LVA,1996,3.509
2133,Latvia,LVA,1997,3.448
2134,Latvia,LVA,1998,3.298
2135,Latvia,LVA,1999,3.358
2136,Latvia,LVA,2000,3.43
2137,Latvia,LVA,2001,3.302
2138,Latvia,LVA,2002,3.4189999999999996
2139,Latvia,LVA,2003,3.447
2140,Latvia,LVA,2004,3.583
2141,Latvia,LVA,2005,3.6839999999999997
2142,Latvia,LVA,2006,3.793
2143,Latvia,LVA,2007,3.6910000000000003
2144,Latvia,LVA,2008,3.935
2145,Latvia,LVA,2009,3.761
2146,Latvia,LVA,2010,3.117
2147,Latvia,LVA,2011,3.128
2148,Latvia,LVA,2012,3.14
2149,Latvia,LVA,2013,3.193
2150,Latvia,LVA,2014,3.2230000000000003
2151,Latvia,LVA,2015,3.2089999999999996
2205,Lithuania,LTU,1985,3.72
2206,Lithuania,LTU,1986,3.8160000000000003
2207,Lithuania,LTU,1987,3.885
2208,Lithuania,LTU,1988,3.9410000000000003
2209,Lithuania,LTU,1989,3.977
2210,Lithuania,LTU,1990,4.027
2211,Lithuania,LTU,1991,3.905
2212,Lithuania,LTU,1992,3.928
2213,Lithuania,LTU,1993,3.978
2214,Lithuania,LTU,1994,4.091
2215,Lithuania,LTU,1995,4.062
2216,Lithuania,LTU,1996,4.098
2217,Lithuania,LTU,1997,4.129
2218,Lithuania,LTU,1998,4.125
2219,Lithuania,LTU,1999,4.147
2220,Lithuania,LTU,2000,4.01
2221,Lithuania,LTU,2001,4.027
2222,Lithuania,LTU,2006,3.95
2223,Lithuania,LTU,2007,4.034
2224,Lithuania,LTU,2008,3.6639999999999997
2225,Lithuania,LTU,2010,3.915
2226,Lithuania,LTU,2011,4.041
2227,Lithuania,LTU,2012,4.178
2228,Lithuania,LTU,2013,4.268
2229,Lithuania,LTU,2014,4.33
2230,Lithuania,LTU,2015,4.379
2240,Luxembourg,LUX,1960,1.0
2241,Luxembourg,LUX,1961,1.0
2242,Luxembourg,LUX,1962,1.0
2243,Luxembourg,LUX,1963,1.0
2244,Luxembourg,LUX,1964,1.0
2245,Luxembourg,LUX,1965,1.0
2246,Luxembourg,LUX,1966,1.0
2247,Luxembourg,LUX,1967,1.0
2248,Luxembourg,LUX,1968,1.1
2249,Luxembourg,LUX,1969,1.1
2250,Luxembourg,LUX,1970,1.1
2251,Luxembourg,LUX,1971,1.2
2252,Luxembourg,LUX,1972,1.2
2253,Luxembourg,LUX,1973,1.2
2254,Luxembourg,LUX,1974,1.2
2255,Luxembourg,LUX,1975,1.3
2256,Luxembourg,LUX,1976,1.3
2257,Luxembourg,LUX,1977,1.3
2258,Luxembourg,LUX,1978,1.5
2259,Luxembourg,LUX,1979,1.6
2260,Luxembourg,LUX,1980,1.7
2261,Luxembourg,LUX,1981,1.5
2262,Luxembourg,LUX,1982,1.7
2263,Luxembourg,LUX,1983,1.7
2264,Luxembourg,LUX,1984,1.7
2265,Luxembourg,LUX,1985,1.8
2266,Luxembourg,LUX,1986,1.9
2267,Luxembourg,LUX,1987,1.8
2268,Luxembourg,LUX,1988,1.9
2269,Luxembourg,LUX,1989,2.0
2270,Luxembourg,LUX,1990,2.0
2271,Luxembourg,LUX,1991,2.0
2272,Luxembourg,LUX,1992,2.1
2273,Luxembourg,LUX,1993,2.1
2274,Luxembourg,LUX,1994,2.2
2275,Luxembourg,LUX,1995,2.2
2276,Luxembourg,LUX,1996,2.3
2277,Luxembourg,LUX,1997,2.4
2278,Luxembourg,LUX,1998,2.4
2279,Luxembourg,LUX,1999,2.5
2280,Luxembourg,LUX,2000,2.5
2281,Luxembourg,LUX,2001,2.5
2282,Luxembourg,LUX,2002,2.6
2283,Luxembourg,LUX,2003,2.7
2284,Luxembourg,LUX,2004,2.73
2285,Luxembourg,LUX,2005,2.852
2286,Luxembourg,LUX,2007,2.862
2287,Luxembourg,LUX,2010,2.764
2288,Luxembourg,LUX,2011,2.748
2289,Luxembourg,LUX,2012,2.7760000000000002
2290,Luxembourg,LUX,2013,2.799
2291,Luxembourg,LUX,2014,2.855
2292,Luxembourg,LUX,2015,2.92
2293,Luxembourg,LUX,2016,2.9210000000000003
2374,Malaysia,MYS,1960,0.14300000000000002
2375,Malaysia,MYS,1965,0.161
2376,Malaysia,MYS,1970,0.23199999999999998
2377,Malaysia,MYS,1975,0.23399999999999999
2378,Malaysia,MYS,1980,0.255
2379,Malaysia,MYS,1981,0.255
2380,Malaysia,MYS,1985,0.315
2381,Malaysia,MYS,1986,0.335
2382,Malaysia,MYS,1987,0.348
2383,Malaysia,MYS,1988,0.36700000000000005
2384,Malaysia,MYS,1989,0.374
2385,Malaysia,MYS,1990,0.392
2386,Malaysia,MYS,1991,0.39299999999999996
2387,Malaysia,MYS,1992,0.41100000000000003
2388,Malaysia,MYS,1993,0.431
2389,Malaysia,MYS,1994,0.449
2390,Malaysia,MYS,1995,0.478
2391,Malaysia,MYS,1996,0.496
2392,Malaysia,MYS,1997,0.6579999999999999
2393,Malaysia,MYS,1999,0.6829999999999999
2394,Malaysia,MYS,2000,0.6890000000000001
2395,Malaysia,MYS,2002,0.6970000000000001
2396,Malaysia,MYS,2008,0.9229999999999999
2397,Malaysia,MYS,2010,1.173
2398,Malaysia,MYS,2011,1.281
2399,Malaysia,MYS,2015,1.5330000000000001
2508,Mexico,MEX,1990,1.0
2509,Mexico,MEX,1991,1.1
2510,Mexico,MEX,1992,1.3
2511,Mexico,MEX,1993,1.4
2512,Mexico,MEX,1994,1.5
2513,Mexico,MEX,1995,1.6
2514,Mexico,MEX,1996,1.6
2515,Mexico,MEX,1997,1.4
2516,Mexico,MEX,1998,1.2
2517,Mexico,MEX,1999,1.7
2518,Mexico,MEX,2000,1.905
2519,Mexico,MEX,2001,1.5
2520,Mexico,MEX,2002,1.5
2521,Mexico,MEX,2003,1.5
2522,Mexico,MEX,2004,2.8930000000000002
2523,Mexico,MEX,2005,1.749
2524,Mexico,MEX,2006,1.864
2525,Mexico,MEX,2007,1.8880000000000001
2526,Mexico,MEX,2008,1.925
2527,Mexico,MEX,2009,1.959
2528,Mexico,MEX,2010,1.922
2529,Mexico,MEX,2011,2.019
2530,Mexico,MEX,2012,2.029
2531,Mexico,MEX,2013,2.0709999999999997
2532,Mexico,MEX,2014,2.1180000000000003
2533,Mexico,MEX,2015,2.231
2666,Myanmar,MMR,1960,0.065
2667,Myanmar,MMR,1965,0.085
2668,Myanmar,MMR,1970,0.114
2669,Myanmar,MMR,1981,0.203
2670,Myanmar,MMR,1985,0.27
2671,Myanmar,MMR,1989,0.081
2672,Myanmar,MMR,1990,0.078
2673,Myanmar,MMR,1995,0.293
2674,Myanmar,MMR,1999,0.297
2675,Myanmar,MMR,2000,0.302
2676,Myanmar,MMR,2004,0.359
2677,Myanmar,MMR,2005,0.37200000000000005
2678,Myanmar,MMR,2006,0.40700000000000003
2679,Myanmar,MMR,2007,0.43
2680,Myanmar,MMR,2008,0.465
2681,Myanmar,MMR,2009,0.478
2682,Myanmar,MMR,2010,0.511
2683,Myanmar,MMR,2011,0.539
2684,Myanmar,MMR,2012,0.568
2697,Nepal,NPL,1960,0.013000000000000001
2698,Nepal,NPL,1965,0.021
2699,Nepal,NPL,1970,0.019
2700,Nepal,NPL,1975,0.019
2701,Nepal,NPL,1980,0.034
2702,Nepal,NPL,1984,0.031
2703,Nepal,NPL,1985,0.034
2704,Nepal,NPL,1987,0.051
2705,Nepal,NPL,1988,0.051
2706,Nepal,NPL,1989,0.054000000000000006
2707,Nepal,NPL,1990,0.051
2708,Nepal,NPL,1991,0.062
2709,Nepal,NPL,1992,0.076
2710,Nepal,NPL,1993,0.07400000000000001
2711,Nepal,NPL,1995,0.04
2712,Nepal,NPL,1996,0.04
2713,Nepal,NPL,1997,0.04
2714,Nepal,NPL,1998,0.04
2715,Nepal,NPL,2001,0.052000000000000005
2716,Nepal,NPL,2004,0.214
2717,Nepal,NPL,2012,0.506
2718,Nepal,NPL,2013,0.545
2719,Nepal,NPL,2014,0.598
2720,Netherlands,NLD,1960,1.1
2721,Netherlands,NLD,1961,1.1
2722,Netherlands,NLD,1962,1.1
2723,Netherlands,NLD,1963,1.1
2724,Netherlands,NLD,1964,1.1
2725,Netherlands,NLD,1965,1.2
2726,Netherlands,NLD,1966,1.2
2727,Netherlands,NLD,1967,1.2
2728,Netherlands,NLD,1968,1.2
2729,Netherlands,NLD,1969,1.2
2730,Netherlands,NLD,1970,1.2
2731,Netherlands,NLD,1971,1.3
2732,Netherlands,NLD,1972,1.4
2733,Netherlands,NLD,1973,1.4
2734,Netherlands,NLD,1974,1.5
2735,Netherlands,NLD,1975,1.6
2736,Netherlands,NLD,1976,1.7
2737,Netherlands,NLD,1977,1.7
2738,Netherlands,NLD,1978,1.8
2739,Netherlands,NLD,1979,1.8
2740,Netherlands,NLD,1980,1.9
2741,Netherlands,NLD,1981,2.0
2742,Netherlands,NLD,1982,2.0
2743,Netherlands,NLD,1983,2.1
2744,Netherlands,NLD,1984,2.2
2745,Netherlands,NLD,1985,2.2
2746,Netherlands,NLD,1986,2.3
2747,Netherlands,NLD,1987,2.4
2748,Netherlands,NLD,1988,2.4
2749,Netherlands,NLD,1989,2.4
2750,Netherlands,NLD,1990,2.5
2751,Netherlands,NLD,1991,2.6
2752,Netherlands,NLD,1998,2.9
2753,Netherlands,NLD,1999,3.1
2754,Netherlands,NLD,2000,3.2
2755,Netherlands,NLD,2001,3.3
2756,Netherlands,NLD,2002,3.1
2757,Netherlands,NLD,2003,3.1489999999999996
2758,Netherlands,NLD,2005,3.71
2759,Netherlands,NLD,2007,3.9210000000000003
2760,Netherlands,NLD,2014,3.424
2761,Netherlands,NLD,2015,3.478
2764,New Zealand,NZL,1961,1.1
2765,New Zealand,NZL,1966,1.1
2766,New Zealand,NZL,1971,1.1
2767,New Zealand,NZL,1973,1.2
